venue_id,venue_name,address,locality,province,postal_code,latitude,longitude,google_maps_url,field_type_raw,surface_raw,source_url,scraped_at
102,COLEGIO NTRA. SRA. DEL BUEN CONSEJO ,CALLE DE JUAN MONTALVO 30,Madrid,Madrid,28040,40.4469618,-3.713763,"https://www.google.com/maps?q=40.4469618,-3.713763",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/102,2026-08-03T20:21:56.327394+00:00
1021860,ALCORCON - VICENTE DEL BOSQUE (HA),CALLE POLVORANCA S/N,Alcorcón,Madrid,28923,40.3416727,-3.818636699999999,"https://www.google.com/maps?q=40.3416727,-3.818636699999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1021860,2026-08-03T20:21:57.026019+00:00
10231856,S.S. REYES - TRINITY COLLEGE (HA),CALLE HOCES DEL DURATÓN 4,San Sebastián De Los Reyes,Madrid,28706,40.6019659,-3.5830093,"https://www.google.com/maps?q=40.6019659,-3.5830093",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/10231856,2026-08-03T20:21:57.902104+00:00
10359085,PARLA - ALFREDO DI STEFANO MARIANO ARRIBAS (HA),AVDA. DE AMÉRICA S/N,Parla,Madrid,28981,40.2298131,-3.7613379,"https://www.google.com/maps?q=40.2298131,-3.7613379",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/10359085,2026-08-03T20:21:58.686402+00:00
10377422,PINTO - COLEGIO MIRASUR (HA),CALLE PABLO GARGALLO S/N,Pinto,Madrid,28320,40.2553565,-3.6973108,"https://www.google.com/maps?q=40.2553565,-3.6973108",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/10377422,2026-08-03T20:21:59.349182+00:00
106,VALDEYEROS (HA),CALLE DE ROSALIA DE CASTRO 77,Madrid,Madrid,28035,40.4839109,-3.7302798,"https://www.google.com/maps?q=40.4839109,-3.7302798",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/106,2026-08-03T20:22:00.047661+00:00
1101,ALCOBENDAS - PVO. JOSÉ CABALLERO (HA),"AVDA. TRANSICIÓN ESPAÑOLA, S/N",Alcobendas,Madrid,28108,40.5371903,-3.6237015,"https://www.google.com/maps?q=40.5371903,-3.6237015",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1101,2026-08-03T20:22:00.874321+00:00
1101152,I.D.M. TORRESPAÑA (HA),CALLE DEL ALCALDE SÁIZ DE BARANDA 94,Madrid,Madrid,28007,40.4210932,-3.661096,"https://www.google.com/maps?q=40.4210932,-3.661096",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/1101152,2026-08-03T20:22:02.217880+00:00
1102,ALCOBENDAS - PARQUE DE NAVARRA (HA),AVDA. DE ESPAÑA S/N,Alcobendas,Madrid,28100,40.5459379,-3.6341966,"https://www.google.com/maps?q=40.5459379,-3.6341966",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1102,2026-08-03T20:22:02.908995+00:00
11043104,ALCALA - ATLETICO DE MADRID C.D. (HA),AVDA. GUSTAVO ADOLFO BECQUER 64,Alcalá De Henares,Madrid,28806,40.5082938,-3.3608554,"https://www.google.com/maps?q=40.5082938,-3.3608554",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/11043104,2026-08-03T20:22:03.682515+00:00
